name,commits,branches,contributors,watchers,stargazers,forks,createdAt,updatedAt,totalIssues,openIssues,totalPullRequests,openPullRequests
ipython/ipykernel,2743,11,136,32,513,326,2015-04-09 07:44:14,2022-10-05 08:00:16,421,214,578,21
openrazer/openrazer,1583,14,136,69,2878,439,2015-11-09 01:03:19,2022-10-11 04:09:50,1495,178,428,35
deepset-ai/haystack,1493,79,136,85,5249,848,2019-11-14 09:05:28,2022-08-28 10:49:28,1535,231,1405,25
centerforopenscience/osf.io,54647,39,135,54,625,309,2013-05-21 03:53:37,2022-10-04 02:39:55,2557,85,7519,67
esmci/cime,23893,58,135,54,137,175,2015-03-03 03:33:00,2022-10-24 05:55:14,1845,236,2484,4
python-discord/bot,8565,35,135,69,941,508,2018-02-03 12:20:25,2022-09-25 08:28:52,943,130,1246,16
web2py/pydal,6802,10,135,36,440,131,2014-12-05 08:51:28,2022-11-13 09:35:41,309,138,395,4
httpie/httpie,1738,9,135,72,25143,3714,2012-02-25 12:39:13,2022-12-09 11:46:44,789,117,562,8
flask-middleware/flask-security,1257,7,135,15,451,109,2016-04-19 01:16:01,2022-10-15 06:47:54,239,14,415,1
awesomedata/apd-core,453,6,135,21,299,224,2017-11-28 12:10:51,2022-08-16 04:40:37,10,7,269,10
davidhalter/jedi,8282,2,134,114,5258,479,2012-02-19 11:12:30,2022-10-27 05:36:56,1320,52,564,6
git-cola/git-cola,7689,2,134,79,1939,423,2008-06-10 09:26:14,2022-11-01 11:29:46,848,131,419,2
sopel-irc/sopel,5710,21,134,68,920,415,2011-12-22 05:59:00,2022-09-19 11:04:38,1133,86,1210,8
tensorflow/tfx,4463,503,134,86,1815,610,2019-02-04 05:14:36,2022-09-03 05:59:10,777,199,4399,34
lonamiwebs/telethon,2838,3,134,140,6966,1192,2016-08-26 10:59:24,2022-10-10 06:37:08,1887,54,486,1
ctf-wiki/ctf-wiki,1914,4,134,159,6256,1258,2017-06-04 03:29:18,2022-11-22 03:46:53,177,60,664,9
sqlalchemy/alembic,1587,5,134,18,1600,168,2018-11-27 03:02:53,2022-10-25 05:56:56,892,92,98,2
zzzeek/alembic,1587,5,134,14,407,83,2013-05-22 09:37:41,2022-10-02 06:59:23,0,0,47,0
jazzband/django-axes,1432,2,134,27,1118,317,2009-12-17 02:25:27,2022-10-15 04:47:37,319,27,612,1
hvac/hvac,1245,7,134,24,1016,328,2015-05-05 09:56:50,2022-09-19 09:18:19,354,114,534,16
openstack/oslo.config,1243,11,134,16,130,113,2013-01-28 08:09:49,2022-10-20 07:03:01,0,0,3,0
pwndbg/pwndbg,1110,5,134,133,4833,670,2015-02-22 09:35:19,2022-09-01 08:30:59,495,138,611,4
zulko/moviepy,1084,5,134,244,9744,1289,2013-08-12 09:39:28,2022-11-03 09:17:33,1223,248,618,19
ciscotestautomation/genieparser,11050,20,133,29,214,307,2018-04-30 04:51:50,2022-11-09 07:52:38,310,27,404,29
openvinotoolkit/open_model_zoo,8390,12,133,120,3314,1214,2018-10-15 10:55:02,2022-09-29 06:36:18,369,52,3175,30
open-telemetry/opentelemetry-python-contrib,1524,52,133,12,308,227,2019-11-08 06:23:43,2022-08-18 03:23:14,491,207,743,33
tomekw/whatever,5621,3,132,17,274,121,2014-10-10 03:51:31,2022-10-03 04:15:18,17,0,269,0
onionshare/onionshare,4440,4,132,187,5364,615,2014-05-20 09:08:34,2022-10-26 07:44:52,908,86,704,6
oca/l10n-spain,2438,14,132,118,170,439,2014-06-17 11:21:27,2022-10-26 12:59:47,652,22,1914,51
django-mptt/django-mptt,1196,15,132,68,2680,453,2010-08-31 07:12:55,2022-10-11 07:23:08,521,111,298,8
awslabs/aws-well-architected-labs,2506,45,131,117,1613,853,2018-05-11 07:54:04,2022-09-24 02:07:27,108,22,578,22
django-cms/django-filer,2472,11,131,58,1577,560,2009-08-24 01:49:42,2022-11-17 03:27:21,612,20,702,7
mongomock/mongomock,1116,6,131,17,776,304,2012-03-14 08:50:21,2022-11-21 11:58:11,403,80,418,20
py-pdf/pypdf2,987,9,131,139,4754,1114,2012-01-06 05:13:38,2022-10-03 08:59:06,586,62,686,9
datadog/datadogpy,768,30,131,446,532,267,2015-01-27 11:39:37,2022-12-02 11:30:30,245,21,494,8
truenas/middleware,34308,276,130,119,1938,443,2013-03-07 01:23:20,2022-08-02 04:53:33,0,0,9575,23
citizenlab/test-lists,3015,6,130,44,316,313,2014-04-15 07:14:11,2022-09-10 01:32:08,81,35,1038,14
googlecloudplatform/gsutil,2455,72,130,72,772,317,2013-02-22 01:15:43,2022-09-26 02:19:31,739,274,857,1
python-attrs/attrs,1177,4,130,56,4456,315,2015-01-27 03:01:01,2022-10-09 02:52:30,582,102,456,4
elastic/helm-charts,1139,18,130,226,1665,1735,2018-11-12 04:52:22,2022-10-12 07:54:44,591,28,1120,9
encode/uvicorn,1047,12,130,86,5718,495,2017-05-31 01:13:43,2022-10-03 08:11:29,604,43,967,36
kubeflow/training-operator,813,13,130,85,1157,500,2017-06-28 06:38:14,2022-09-30 07:08:04,734,48,936,9
appdaemon/appdaemon,3917,16,129,36,694,389,2016-07-13 05:43:46,2022-11-20 07:00:08,693,157,912,28
ycm-core/ycmd,3128,10,129,51,1611,760,2014-05-15 07:30:17,2022-11-14 04:19:05,409,3,1257,3
circus-tent/circus,3030,18,129,51,1507,261,2012-02-08 01:54:21,2022-10-28 11:38:27,618,135,579,20
paddlepaddle/paddlenlp,2609,8,129,71,5568,1627,2021-02-05 01:07:42,2022-10-04 06:36:20,1347,773,2004,55
pwr-solaar/solaar,2034,1,129,69,3421,336,2012-09-11 10:40:27,2022-09-23 08:54:58,951,8,817,3
pytest-dev/pytest-django,1191,20,129,36,1113,315,2011-09-29 07:35:55,2022-11-19 11:56:27,487,133,549,23
slackapi/python-slack-sdk,1172,11,129,165,3469,819,2014-11-10 09:32:02,2022-10-11 12:32:48,669,12,595,0
pytorch/text,1172,47,129,261,3088,746,2016-12-12 12:56:03,2022-09-26 02:57:23,682,227,1231,61
slgobinath/safeeyes,921,7,129,20,1158,140,2016-01-08 07:15:22,2022-10-25 11:45:26,336,95,150,7
jieter/django-tables2,1376,4,128,55,1577,397,2010-12-07 05:26:16,2022-10-09 07:19:45,540,60,327,8
keras-team/autokeras,1348,5,128,305,8664,1381,2017-11-19 11:18:20,2022-11-19 03:54:38,849,104,844,3
jazzband/django-taggit,1008,16,128,65,2943,605,2009-12-08 11:40:49,2022-11-03 04:44:20,398,76,431,4
qutip/qutip,8069,18,127,78,1286,540,2012-10-09 06:20:46,2022-10-03 05:34:54,792,140,1200,13
acl-org/acl-anthology,2186,29,127,20,239,174,2014-05-23 08:37:21,2022-09-24 09:31:11,1068,162,1080,12
arviz-devs/arviz,1418,11,127,43,1271,306,2015-07-29 11:51:10,2022-10-02 04:58:05,765,166,1353,15
openprinting/system-config-printer,7222,7,126,12,108,78,2015-05-08 01:44:26,2022-11-09 01:54:24,127,19,168,4
shapely/shapely,2092,13,126,84,3023,490,2011-12-31 07:43:11,2022-10-26 06:10:11,939,164,612,20
kaggle/docker-python,2011,11,126,91,2022,860,2015-04-14 01:45:38,2022-10-09 09:53:26,296,13,883,9
paramiko/paramiko,3728,20,125,319,7949,1879,2009-02-02 03:41:08,2022-10-29 07:17:52,1417,728,713,219
identitypython/pysaml2,3523,6,125,32,470,389,2012-05-23 09:12:14,2022-10-24 04:56:50,394,56,483,16
cloud-cv/evalai,2155,34,125,48,1391,655,2016-10-21 12:51:45,2022-09-28 05:13:21,1123,134,2665,114
jazzband/sorl-thumbnail,1010,2,125,36,1604,475,2010-11-12 12:46:35,2022-08-31 06:36:13,400,109,311,3
xingyizhou/unidet,975,7,125,13,402,46,2021-02-25 06:11:13,2022-12-07 07:30:45,19,15,0,0
fedora-selinux/selinux-policy,21141,23,124,17,120,122,2014-07-08 04:48:35,2022-10-21 08:15:32,101,39,1347,50
dipy/dipy,12334,20,124,52,553,369,2010-02-06 11:43:08,2022-11-15 02:05:21,795,115,1778,36
mopidy/mopidy,8369,14,124,199,7535,682,2009-12-23 02:25:36,2022-11-17 09:40:44,1202,189,812,16
rasterio/rasterio,3593,22,124,154,1823,486,2013-11-04 04:36:27,2022-09-30 09:15:20,1577,141,964,11
hardbyte/python-can,2673,17,124,67,859,477,2016-09-24 08:42:42,2022-09-23 02:05:27,673,112,726,25
cowrie/cowrie,2568,5,124,121,4081,772,2015-05-12 02:58:09,2022-11-03 06:24:12,905,97,870,6
awslabs/amazon-redshift-utils,1397,14,124,222,2483,1183,2014-12-09 09:29:49,2022-11-22 01:19:15,223,25,424,5
google/yapf,1207,5,124,217,12847,877,2015-03-18 06:22:31,2022-10-10 02:03:54,754,356,269,18
influxdata/influxdb-python,970,3,124,103,1635,510,2013-11-05 07:27:16,2022-12-04 05:15:38,521,142,401,25
napari/napari,2406,7,123,45,1445,308,2018-08-13 01:12:28,2022-08-14 05:21:25,2187,816,2709,72
litex-hub/litex-boards,1668,4,123,27,219,211,2019-06-10 03:09:10,2022-10-31 11:12:31,108,15,337,5
disclose/diodb,854,47,123,75,847,285,2018-05-17 05:25:48,2022-09-20 01:56:34,54,10,338,2
python-discord/sir-lancebot,3835,13,122,30,197,229,2018-10-02 05:55:01,2022-09-26 02:44:39,485,75,616,2
altair-viz/altair,3232,35,122,151,7753,696,2015-09-19 03:14:04,2022-09-26 01:37:55,1633,216,1018,37
pyro-ppl/pyro,2359,205,122,203,7676,936,2017-06-16 05:03:47,2022-11-21 10:17:42,981,205,2174,28
stm32-rs/stm32-rs,2115,3,122,23,782,179,2017-05-31 02:43:32,2022-09-19 07:57:13,218,48,553,21
aws-cloudformation/cfn-lint,2060,5,122,52,1957,460,2018-04-10 11:16:16,2022-08-27 03:01:24,828,113,1511,10
oca/contract,1153,11,122,78,133,429,2014-06-16 06:42:03,2022-11-04 01:39:28,233,17,662,34
spiral-project/ihatemoney,1177,7,121,23,815,223,2011-03-10 02:38:21,2022-11-21 05:34:24,430,46,655,11
xhtml2pdf/xhtml2pdf,1037,7,121,72,1953,600,2011-05-16 01:45:29,2022-11-18 07:37:31,361,148,291,7
evennia/evennia,6638,5,120,126,1505,622,2014-01-21 10:22:28,2022-09-29 07:25:16,1739,116,934,5
coleifer/peewee,4463,14,120,200,9605,1362,2010-10-11 08:14:11,2022-11-22 01:47:21,2198,0,449,0
pyocd/pyocd,2611,11,120,67,828,405,2013-10-25 02:10:05,2022-11-02 05:50:51,549,197,881,16
bentoml/bentoml,1918,4,120,58,3919,444,2019-04-02 01:39:27,2022-08-29 08:17:32,666,49,2110,8
facebookresearch/pytext,1731,6,120,173,6346,819,2018-07-31 11:40:46,2022-09-27 03:31:17,135,61,1587,83
python-visualization/folium,1547,13,120,170,5946,2140,2013-05-09 04:21:35,2022-11-03 11:06:04,946,211,687,34
gorakhargosh/watchdog,1375,3,120,132,5496,660,2010-10-23 12:00:17,2022-10-20 11:56:06,579,164,342,11
vnpy/vnpy,6504,3,119,1355,19509,7559,2015-03-02 03:36:58,2022-11-21 01:48:38,1928,8,1409,0
datastax/python-driver,5968,28,119,83,1314,501,2013-07-08 07:02:31,2022-11-30 05:59:29,0,0,1055,16
reviewboard/rbtools,1722,13,119,29,221,185,2009-08-23 09:30:43,2022-11-21 09:13:01,0,0,74,2
jazzband/django-silk,816,9,119,53,3524,299,2014-05-21 09:14:45,2022-09-30 05:34:11,297,106,300,12
jpadilla/pyjwt,755,21,119,61,4351,598,2011-02-24 08:25:09,2022-10-08 05:57:18,365,13,445,4
tektoncd/community,719,10,119,24,261,180,2019-03-21 04:46:43,2022-08-22 11:06:31,79,15,704,17
django/django-localflavor,693,6,119,30,713,282,2013-05-24 10:20:36,2022-09-08 10:57:24,129,10,343,9
jazzband/django-constance,623,1,119,32,1496,298,2010-09-20 12:42:29,2022-10-24 10:44:25,256,29,246,4
prometheus/client_python,490,3,119,69,2989,689,2015-02-10 10:47:25,2022-10-20 04:55:21,426,50,374,15
hastagab/awesome-python-scripts,354,2,119,26,1214,548,2018-10-02 06:06:52,2022-10-28 04:05:37,18,6,265,28
mindsdb/mindsdb,6923,199,118,310,9769,1035,2018-08-02 05:56:45,2022-08-29 06:17:40,1221,153,1499,20
faust-streaming/faust,4435,36,118,19,660,122,2020-10-22 03:32:50,2022-09-26 12:55:06,175,64,194,3
stevenblack/hosts,3145,1,118,565,21571,1877,2012-04-12 08:22:50,2022-10-04 06:07:21,1474,29,569,0
zulip/python-zulip-api,2290,1,118,28,312,314,2017-07-06 05:25:46,2022-12-05 11:05:22,152,64,616,52
apple/swift-source-compat-suite,1784,51,118,118,257,144,2017-01-10 09:15:01,2022-11-08 11:10:07,0,0,739,9
openstack/python-swiftclient,1067,11,118,49,314,249,2012-05-21 01:13:40,2022-07-22 02:12:04,0,0,29,0
hhursev/recipe-scrapers,1007,10,118,27,987,364,2015-09-14 12:05:00,2022-11-03 04:12:45,277,46,401,4
ngerakines/commitment,369,2,118,22,1084,193,2010-06-27 06:14:36,2022-10-13 10:17:02,24,2,228,4
autotest/autotest,7839,4,117,127,652,352,2011-09-19 03:25:16,2022-10-12 12:30:55,404,116,667,0
googlecloudplatform/perfkitbenchmarker,6015,34,117,111,1718,452,2014-07-17 05:23:26,2022-08-20 07:08:15,584,212,3130,25
boto/boto3,4671,3,117,240,7618,1660,2014-10-03 09:38:03,2022-10-12 03:06:37,2755,206,636,26
codespell-project/codespell,4205,9,117,18,939,176,2011-01-28 05:23:32,2022-09-15 10:20:54,288,139,2213,100
aws-samples/serverless-patterns,2121,3,117,23,662,348,2021-02-12 01:09:41,2022-09-28 06:47:29,333,4,539,3
duckduckgo/zeroclickinfo-fathead,1770,12,117,79,316,383,2011-07-04 11:42:33,2022-10-14 05:35:03,424,0,493,0
python-babel/babel,1518,9,117,56,1109,410,2013-07-03 12:25:10,2022-10-24 02:26:20,457,151,450,31
zostera/django-bootstrap5,1215,5,117,6,160,38,2021-03-15 01:32:45,2022-09-24 06:56:18,70,31,284,11
kinto/kinto,8476,12,116,99,4215,413,2015-02-25 01:34:23,2022-10-02 06:04:18,748,98,2302,5
svinota/pyroute2,4580,18,116,48,800,221,2013-04-08 05:38:22,2022-09-30 10:10:47,604,101,415,3
poliastro/poliastro,3726,19,116,26,691,252,2013-07-04 02:14:45,2022-11-20 05:21:19,735,99,856,24
open-mmlab/mmsegmentation,528,4,116,51,4495,1668,2020-06-14 04:32:33,2022-10-03 06:54:16,1320,181,810,74
learningequality/kolibri,25300,26,115,40,544,422,2016-01-19 07:22:07,2022-09-30 10:23:02,3928,396,5612,20
ethereum/consensus-specs,7680,126,115,250,2841,689,2018-09-20 05:12:54,2022-10-03 01:41:01,810,147,2136,40
mikedh/trimesh,3898,15,115,38,2055,453,2013-07-29 05:25:42,2022-10-10 10:04:30,1188,258,518,1
bitmessage/pybitmessage,3787,16,115,168,2729,584,2012-11-12 03:36:43,2022-09-27 03:15:16,632,162,1438,44
pre-commit/pre-commit,2266,4,115,82,8782,637,2014-03-13 12:39:38,2022-09-09 06:47:39,1545,18,932,4
paddlepaddle/paddleyolo,1980,6,115,5,151,29,2022-07-13 12:05:19,2022-10-04 01:32:26,24,9,15,2
nemonameless/paddledetection_yoloseries,1963,4,115,2,111,17,2022-07-13 12:05:19,2022-09-13 07:28:35,19,9,6,1
paddlepaddle/paddledetection,1910,16,115,180,8551,2192,2019-10-25 07:21:14,2022-10-03 06:08:06,3996,791,3061,71
openstack/pbr,1229,2,115,14,204,75,2012-07-12 04:37:38,2022-08-12 09:31:33,0,0,21,0
ansible-collections/community.aws,1102,11,115,14,134,325,2020-03-03 09:26:15,2022-10-08 12:39:51,379,89,1146,34
nedbat/coveragepy,5535,18,114,27,2205,318,2018-06-23 05:44:53,2022-09-26 07:12:29,1205,227,250,25
python-trio/trio,4852,15,114,89,4953,283,2017-01-16 04:45:25,2022-10-31 06:29:29,678,266,1778,52
redhatinsights/insights-core,4256,199,114,38,118,168,2017-05-26 02:23:11,2022-08-09 09:07:03,700,112,1959,67
opensuse/osc,4231,20,114,38,136,169,2011-09-23 08:43:05,2022-10-18 05:32:57,497,114,691,14
stripe/stripe-python,1402,48,114,38,1257,349,2011-06-25 07:53:04,2022-09-30 08:16:23,321,16,550,3
fedora-infra/bodhi,8484,49,113,25,133,190,2009-02-06 07:38:10,2022-10-13 09:02:24,1801,305,3022,6
cherrypy/cheroot,5813,78,113,12,156,91,2014-02-07 04:38:27,2022-09-18 05:40:05,169,45,339,12
netflix/lemur,5197,1466,113,378,1589,312,2015-06-16 04:36:07,2022-10-21 06:35:46,507,122,3670,4
pyrogram/pyrogram,3949,15,113,87,3026,994,2017-12-12 09:37:41,2022-11-03 02:28:22,660,90,456,41
tensorflow/agents,2148,18,113,81,2357,651,2018-11-17 12:29:12,2022-10-01 12:34:21,571,132,186,8
aiogram/aiogram,1687,30,113,98,3047,596,2017-11-18 02:11:13,2022-10-08 01:17:43,376,64,568,21
olivierkes/manuskript,1399,3,113,62,1360,193,2015-06-22 08:37:17,2022-12-08 01:51:34,893,404,197,9
zostera/django-bootstrap4,1111,4,113,41,979,255,2017-04-25 03:55:15,2022-11-14 09:07:51,158,22,395,5
dmlc/gluon-cv,899,11,113,153,5286,1174,2018-02-26 01:33:21,2022-08-18 09:11:01,809,45,948,17
holoviz/holoviews,10366,63,112,60,2272,360,2014-05-07 04:59:22,2022-09-19 12:33:15,2863,912,2561,43
gwastro/pycbc,8435,7,112,42,250,287,2015-03-03 12:19:19,2022-08-30 12:48:42,715,132,3404,31
getting-things-gnome/gtg,6436,3,112,24,510,153,2014-03-15 11:16:19,2022-11-20 10:38:39,620,197,321,17
xrplf/xrpl-dev-portal,5211,27,112,137,369,904,2014-02-28 02:47:58,2022-09-28 08:30:26,303,133,1185,14
yunohost/apps,3873,8,112,34,138,118,2015-10-03 04:10:05,2022-10-02 01:57:51,0,0,1518,8
gnome/adwaita-icon-theme,3799,60,112,11,106,22,2014-04-25 03:35:29,2022-11-05 04:41:21,0,0,3,0
pennylaneai/pennylane,2728,188,112,54,1517,398,2018-04-17 04:45:42,2022-09-05 04:29:01,762,181,2256,75
mvantellingen/python-zeep,1469,4,112,67,1734,556,2016-02-14 10:31:07,2022-12-02 08:19:19,1001,339,349,68
sshuttle/sshuttle,987,7,112,136,8871,581,2014-09-15 04:51:13,2022-10-10 01:09:16,430,135,358,5
albumentations-team/albumentations,754,22,112,126,10925,1405,2018-06-06 03:10:50,2022-10-04 06:43:44,676,286,602,12
ansible-collections/community.zabbix,422,3,112,22,233,203,2020-03-11 06:25:52,2022-10-22 02:32:31,383,76,448,5
nuitka/nuitka,9870,4,111,126,7530,416,2013-04-23 03:40:33,2022-09-30 08:44:47,1532,215,264,4
bregman-arie/devops-exercises,642,1,111,766,30631,6578,2019-10-03 05:31:21,2022-10-03 06:33:35,58,13,220,2
bleachbit/bleachbit,5641,3,110,56,1826,210,2014-03-10 01:40:31,2022-10-25 07:06:11,937,201,411,20
pythonarcade/arcade,5088,18,110,57,1314,245,2016-01-04 02:46:52,2022-10-19 03:39:03,917,101,439,6
django-helpdesk/django-helpdesk,2219,1,110,96,1369,598,2010-10-14 12:59:09,2022-11-20 09:26:50,597,129,457,5
python-restx/flask-restx,951,9,110,63,1648,277,2020-01-09 12:38:13,2022-10-26 02:43:55,346,219,135,35
starkblaze01/algorithms-cheatsheet-resources,589,2,110,6,268,137,2018-11-21 04:45:37,2022-09-23 05:48:08,8,2,372,0
mozilla-services/socorro,14674,10,109,40,545,229,2011-08-24 07:21:49,2022-08-19 07:24:47,3,3,6204,9
sobotka/blender-addons,7379,37,109,21,115,76,2017-12-03 06:23:10,2022-09-16 09:22:35,0,0,2,1
blender/blender-addons,7367,33,109,17,161,135,2019-10-10 02:36:22,2022-08-25 07:46:39,0,0,13,0
cocotb/cocotb,3470,9,109,107,1185,389,2013-06-12 08:07:15,2022-09-29 02:41:45,1455,354,1559,46
crossbario/autobahn-python,3319,1,109,100,2382,758,2011-07-27 03:22:13,2022-11-21 05:39:05,874,178,726,1
commaai/comma10k,2721,11,109,25,587,348,2020-02-28 03:54:23,2022-10-02 08:15:14,348,1,2752,4
autorope/donkeycar,2150,24,109,149,2314,1174,2016-12-10 06:35:09,2022-09-18 11:48:41,372,90,670,17
freeopcua/opcua-asyncio,2027,108,109,43,569,226,2018-08-02 07:45:42,2022-10-10 01:44:40,367,132,426,12
executablebooks/jupyter-book,1380,20,109,60,3096,560,2018-06-14 01:55:51,2022-10-28 06:53:55,1161,489,674,14
powerdns-admin/powerdns-admin,1147,3,109,85,1712,549,2015-12-13 09:38:33,2022-11-25 01:03:40,832,95,428,28
oca/bank-payment,1041,13,109,73,144,455,2014-06-16 11:16:29,2022-11-15 01:24:44,206,10,786,24
elastic/elasticsearch-dsl-py,1022,16,109,415,3567,768,2014-03-05 04:19:39,2022-11-17 03:29:57,1258,116,365,25
mampfes/hacs_waste_collection_schedule,794,2,109,6,245,135,2020-04-09 11:02:16,2022-09-23 06:10:27,166,31,211,3
googlecloudplatform/deploymentmanager-samples,590,16,109,76,907,712,2015-03-02 07:24:40,2022-11-05 03:27:20,267,125,425,24
bobbyiliev/101-linux-commands-ebook,309,2,109,4,283,168,2021-04-06 07:20:07,2022-11-18 05:29:46,53,4,255,1
qcodes/qcodes,20031,46,108,22,224,243,2015-06-09 02:42:14,2022-08-24 07:45:33,565,181,3952,57
obspy/obspy,14767,66,108,115,944,502,2012-09-08 07:17:46,2022-10-01 04:34:31,1630,271,1523,92
sosy-lab/benchexec,4546,6,108,14,149,144,2015-02-13 01:55:15,2022-09-08 06:02:58,308,67,533,2
unitedstates/congress-legislators,2288,11,108,160,1737,476,2012-09-27 11:10:05,2022-09-19 01:45:21,283,63,564,7
posativ/isso,1852,13,108,88,4677,421,2012-10-17 08:46:45,2022-11-21 09:18:49,516,57,380,6
sublimelsp/lsp,1852,11,108,22,1389,156,2017-04-08 03:51:20,2022-09-15 01:41:23,867,62,1172,8
python-lsp/python-lsp-server,464,20,108,14,784,92,2021-02-21 09:21:42,2022-10-28 08:42:51,150,47,115,8
pulp/pulpcore,22549,28,107,15,144,83,2019-02-28 04:18:16,2022-09-04 07:04:17,503,200,2657,18
mozilla/kitsune,9139,7,107,314,1026,748,2010-01-26 06:53:57,2022-09-29 06:37:26,554,17,4493,8
octodns/octodns,2507,4,107,58,2453,376,2017-03-14 05:18:47,2022-10-03 03:00:33,263,3,638,1
thehive-project/cortex-analyzers,2480,22,107,53,353,329,2017-01-10 01:23:10,2022-11-16 04:28:57,628,123,505,54
jupyter/jupyter_client,2419,11,107,36,291,243,2015-04-09 06:57:29,2022-09-28 09:19:09,327,144,514,16
python-world/python_and_the_web,1711,2,107,21,612,255,2020-09-10 12:11:25,2022-10-06 06:59:59,180,0,472,1
googleapis/python-bigquery,1562,76,107,51,520,197,2019-12-10 12:09:04,2022-10-21 03:52:06,487,79,898,13
factoryboy/factory_boy,957,17,107,41,2982,363,2011-05-11 08:26:59,2022-11-21 02:54:27,532,159,460,26
fonttools/fonttools,9975,35,106,118,3357,403,2013-07-24 04:28:35,2022-10-10 04:19:06,1341,274,1449,37
zestedesavoir/zds-site,9313,10,106,34,255,163,2013-11-28 02:23:48,2022-11-06 08:42:20,3016,296,3408,25
qilingframework/qiling,6511,6,106,127,3668,596,2019-08-22 01:22:15,2022-09-27 06:18:27,396,101,832,14
plotly/dash,6420,24,106,407,17379,1773,2015-04-10 01:53:08,2022-09-27 02:52:17,1348,648,814,31
common-workflow-language/cwltool,4347,61,106,48,291,202,2015-10-07 01:03:05,2022-10-14 07:46:56,729,389,1024,30
frappe/bench,2226,6,106,108,1003,1003,2014-07-09 10:24:30,2022-10-31 10:10:06,617,66,740,2
dnscrypt/dnscrypt-resolvers,1780,2,106,47,860,211,2017-12-12 06:13:17,2022-10-27 10:03:06,161,3,578,0
apple/coremltools,966,3,106,106,2854,454,2017-06-30 07:39:02,2022-09-13 10:10:56,982,274,614,11
jazzband/django-model-utils,926,6,106,47,2340,343,2009-11-10 06:18:00,2022-10-28 08:49:08,268,106,273,13
celery/django-celery,865,6,106,73,1459,463,2010-05-19 03:01:16,2022-08-22 03:20:38,409,75,210,10
disposable-email-domains/disposable-email-domains,534,1,106,62,1425,347,2014-09-02 08:31:28,2022-09-13 12:28:13,70,12,264,10
sqlmapproject/sqlmap,9985,2,105,1072,25049,5022,2012-06-26 09:52:15,2022-10-29 03:03:45,4783,50,327,5
databiosphere/toil,5747,257,105,55,819,229,2015-03-30 09:08:58,2022-10-28 11:34:50,2568,367,1693,23
pyvista/pyvista,3024,53,105,29,1457,288,2017-05-31 06:01:42,2022-09-26 05:54:46,957,282,1736,24
archlinux/archinstall,2993,9,105,43,4013,283,2018-04-06 04:07:40,2022-09-16 11:03:19,672,142,753,19
django-wiki/django-wiki,2803,11,105,95,1593,550,2012-07-17 06:46:09,2022-11-03 11:08:49,541,54,677,5
tqdm/tqdm,1928,40,105,206,23215,1182,2015-06-03 01:13:14,2022-10-29 03:03:32,860,301,492,85
jupyter/qtconsole,1909,3,105,22,339,185,2015-04-09 06:59:10,2022-11-15 03:24:46,318,99,246,2
systemd/mkosi,1843,1,105,41,764,221,2016-07-13 10:31:19,2022-10-18 05:19:59,332,80,906,12
tortoise/tortoise-orm,1148,2,105,42,3188,281,2018-03-29 04:52:10,2022-10-28 03:51:22,811,355,432,34
districtdatalabs/yellowbrick,895,4,105,103,3844,538,2016-05-18 02:12:17,2022-11-21 09:47:27,676,79,608,7
vivien/i3blocks-contrib,623,4,105,24,1098,446,2015-07-26 04:02:05,2022-10-17 07:30:15,116,48,352,82
mingrammer/diagrams,451,4,105,351,26199,1593,2020-02-02 03:23:24,2022-10-20 07:45:45,392,236,372,85
scons/scons,8342,46,104,56,1528,274,2017-09-24 07:23:46,2022-09-30 07:50:42,3326,626,900,25
vyos/vyos-1x,7377,4,104,26,255,204,2017-08-18 12:04:29,2022-08-03 04:49:33,0,0,1478,20
revoxhere/duino-coin,2456,3,104,55,902,502,2019-08-05 08:07:46,2022-11-20 04:07:10,675,3,425,2
lk-geimfari/mimesis,2301,1,104,65,3752,299,2016-09-09 09:41:22,2022-10-02 11:41:23,306,2,932,0
geopython/owslib,2201,39,104,31,306,256,2012-01-13 08:41:36,2022-11-04 08:44:31,355,113,490,19
codethesaurus/codethesaur.us,1572,1,104,8,269,163,2017-10-06 09:42:38,2022-12-04 08:56:26,318,78,336,5
ralphbean/bugwarrior,1465,20,104,17,632,185,2011-12-15 05:02:33,2022-11-15 11:02:18,426,32,536,10
vas3k/vas3k.club,1112,6,104,23,549,183,2020-04-08 08:11:44,2022-10-01 05:11:50,497,97,423,38
pypa/twine,1044,12,104,33,1337,278,2013-08-13 03:39:39,2022-10-28 11:11:27,434,43,494,5
datadog/datadog-serverless-functions,1036,74,104,439,296,356,2015-12-17 08:04:24,2022-10-06 12:16:09,133,33,483,21
pdfminer/pdfminer.six,921,3,104,115,3836,777,2014-08-29 02:04:53,2022-09-12 04:09:13,527,105,281,5
stable-baselines-team/stable-baselines,864,6,104,10,222,48,2019-01-19 11:47:06,2022-09-07 08:41:47,0,0,6,1
pytest-dev/pytest-testinfra,707,3,104,82,2124,310,2015-03-15 08:49:52,2022-11-17 09:19:26,311,110,355,15
zopefoundation/zope,16018,12,103,90,303,100,2013-02-26 04:13:23,2022-10-27 06:24:52,427,30,610,2
jupyterhub/repo2docker,2393,4,103,45,1382,326,2017-05-09 08:36:30,2022-09-12 12:18:24,476,149,706,28
projectmesa/mesa,1729,47,103,93,1698,729,2014-09-19 09:16:30,2022-09-13 11:40:46,632,156,684,20
kevin1024/vcrpy,1057,10,103,38,2330,316,2012-05-29 04:52:00,2022-11-25 12:45:40,339,83,332,33
